LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,PAY_AMT1,default payment next month
170000,2,1,1,52,2939,3000,0
50000,1,2,1,51,42462,1928,1
230000,2,5,1,29,123436,7000,0
390000,2,1,2,26,5044,1248,0
200000,2,2,1,39,151955,9201,1
500000,2,2,1,27,174725,6630,0
30000,2,1,2,25,14190,0,1
450000,2,1,2,33,30627,4008,0
50000,1,2,2,25,11014,1402,0
50000,2,1,2,26,48150,1797,0
220000,1,1,2,48,115294,6000,0
30000,2,2,2,33,29965,2000,0
50000,2,3,1,42,34542,1000,0
50000,1,2,1,31,48469,2138,0
30000,2,2,2,24,28510,2000,1
200000,2,1,2,42,660,1320,1
50000,2,2,1,46,43244,0,1
80000,2,2,2,26,47788,4000,0
20000,1,3,1,26,10135,2100,1
70000,2,2,1,44,68687,2545,0
130000,1,3,1,44,15722,0,0
200000,1,3,1,34,192910,10000,0
320000,2,1,1,34,11317,2617,0
170000,2,1,2,27,61785,3848,0
280000,2,1,2,30,8527,13244,0
10000,2,2,2,34,8014,1300,0
200000,1,1,1,35,204441,0,0
70000,1,2,2,27,63298,4100,0
230000,2,1,2,45,204625,15006,0
150000,2,1,2,40,800,2400,0
320000,2,1,1,29,95322,5000,0
50000,1,1,2,25,35906,2000,0
200000,2,2,1,44,2667,0,1
200000,1,2,1,39,326,326,1
160000,2,2,2,29,2248,0,0
380000,1,1,2,42,1837,3000,0
50000,1,2,1,51,11583,5000,1
500000,2,2,1,51,8864,1462,0
150000,1,3,1,34,38808,2000,0
90000,1,2,2,33,56291,3000,1
60000,1,2,3,46,24677,3000,1
140000,1,1,2,27,13497,15688,0
220000,2,1,2,40,13654,12312,0
450000,1,3,2,41,262138,10027,0
200000,1,2,1,48,205150,0,0
140000,2,1,2,34,30996,3200,1
290000,2,1,1,46,6615,2000,1
260000,1,1,2,34,87281,15000,0
60000,2,1,2,27,61015,3016,0
280000,1,1,2,31,12740,17352,0
310000,2,3,1,40,69569,3366,0
80000,2,3,1,50,6627,3000,0
150000,2,1,2,33,74033,237,0
80000,1,2,2,28,49302,1412,0
480000,2,2,1,45,1223,22313,1
350000,2,2,1,34,23589,0,0
230000,1,1,2,30,0,0,0
180000,1,3,2,46,109114,2835,0
50000,1,2,1,32,50764,2200,1
310000,2,2,1,43,266629,9500,1
10000,1,1,1,41,6859,3000,0
280000,1,1,2,25,9895,3011,0
50000,1,2,2,52,50557,2283,1
50000,2,2,2,51,10728,1504,1
10000,2,1,2,22,8352,0,0
290000,1,1,1,43,294475,12021,0
240000,1,1,2,33,0,0,0
100000,2,2,2,26,48006,0,1
160000,2,2,2,25,21570,7545,0
230000,1,2,1,46,170354,7200,0
230000,2,2,1,46,0,0,0
300000,2,3,1,41,0,1018,0
500000,1,3,2,32,211508,10070,0
200000,1,1,2,29,1124,1000,0
210000,2,1,2,44,125615,5000,0
50000,2,2,2,23,373,0,0
130000,1,2,2,25,112561,12421,0
90000,2,2,1,37,2522,0,0
80000,2,3,1,36,5587,6906,0
30000,1,3,2,23,10732,10000,0
480000,2,2,2,30,0,0,0
80000,2,3,1,41,54074,10000,0
90000,2,2,2,24,36179,1953,0
70000,1,2,1,31,32945,0,0
50000,1,3,2,31,5458,2000,0
110000,2,3,1,39,73064,3900,0
120000,1,2,2,30,100802,5200,0
180000,1,2,2,24,2294,1296,0
50000,1,2,2,33,40159,2100,1
150000,2,1,1,29,2565,3648,0
340000,2,1,2,30,0,0,0
300000,2,2,2,33,351232,9198,0
150000,2,1,1,36,123160,20000,1
30000,1,1,2,38,69707,4000,0
50000,1,2,2,52,47595,8080,0
100000,1,1,1,42,2206,0,1
270000,2,2,1,35,165,165,0
320000,1,1,1,43,3274,86682,1
160000,1,2,2,26,1236,1234,0
300000,2,1,2,26,10545,3000,0
30000,2,2,1,49,2273,2000,1
290000,1,3,1,41,-4,0,0
180000,2,2,1,49,106,3166,0
150000,1,1,1,57,153664,22000,0
60000,2,2,1,30,54379,2269,0
260000,2,1,2,33,6475,2500,0
150000,1,2,1,32,143706,6010,1
230000,1,3,1,55,214423,10000,0
250000,2,1,2,29,0,0,0
70000,2,2,1,29,1929,1054,0
360000,1,3,1,44,1982,0,1
200000,1,1,1,34,5879,5884,0
30000,2,1,2,30,27851,2100,0
20000,1,2,1,30,1473,1473,0
80000,1,3,2,66,58592,2912,0
260000,2,1,2,32,-34,6880,0
210000,2,2,1,35,64740,3000,0
50000,1,3,1,35,35214,3900,0
140000,1,1,2,26,66526,3990,0
90000,1,3,1,42,48674,2300,0
20000,1,2,1,31,35651,4960,0
360000,1,1,1,44,165,165,0
580000,2,2,1,57,20498,2290,0
180000,1,2,2,39,29478,3353,0
60000,1,2,1,51,60557,3040,0
60000,2,2,1,25,39831,4500,0
50000,1,2,2,30,50995,2500,0
100000,2,2,1,39,200,200,0
380000,1,1,1,46,141102,5034,0
310000,2,1,1,37,325,4373,0
50000,1,2,2,37,28731,0,1
20000,1,2,2,33,16128,2000,0
30000,2,2,2,50,27284,4664,0
50000,2,2,2,32,32814,0,1
30000,2,3,3,52,10033,0,1
490000,1,1,1,42,497657,18260,0
500000,2,1,2,34,218570,18978,0
80000,1,3,2,27,13165,2100,0
200000,1,2,1,33,205150,0,0
360000,1,1,2,29,205119,8270,0
30000,1,2,1,39,29493,2006,1
170000,2,1,1,36,46113,3182,0
10000,1,2,2,21,6703,2000,0
230000,2,2,1,52,0,0,0
200000,1,1,1,49,416,416,1
160000,2,1,2,35,61089,1965,0
270000,1,2,1,34,275572,10332,1
80000,1,2,2,28,57798,2050,0
360000,2,1,2,29,1146,2500,1
140000,2,2,2,27,111820,3817,0
80000,2,3,2,43,76594,3100,0
200000,2,1,2,25,1698,1086,0
80000,2,1,2,25,390,390,0
390000,1,1,1,35,28804,20000,0
80000,2,2,2,31,1019,8479,1
80000,2,3,1,44,40821,2281,1
20000,1,2,1,31,21635,0,1
30000,2,3,2,22,28579,2006,0
60000,1,5,2,23,5363,1000,0
100000,2,2,2,25,59219,2197,0
100000,1,2,1,52,81382,4611,0
40000,2,3,1,48,69282,3500,0
120000,2,1,2,30,316,316,0
20000,2,3,1,56,12685,1188,0
310000,2,2,2,26,87717,9156,0
50000,1,2,2,23,19203,0,1
500000,1,2,1,49,9502,0,0
290000,1,3,1,40,151996,7800,0
30000,1,2,2,34,19101,1653,0
100000,2,1,2,23,850,0,0
360000,2,1,2,31,8288,21888,0
20000,1,3,1,51,2300,0,1
150000,2,2,1,37,108784,4800,1
360000,2,1,1,31,3680,13517,0
490000,2,2,1,30,26088,2003,0
40000,2,2,1,44,11770,4740,0
100000,2,3,1,36,1490,0,0
20000,2,2,2,24,14367,2001,0
500000,2,2,1,32,37664,3000,0
50000,1,2,2,28,49703,1761,0
260000,1,1,2,34,324,828,0
140000,2,2,1,49,2457,0,0
260000,1,1,2,49,316,316,0
200000,2,1,2,32,3450,12174,0
50000,2,2,2,28,47132,1651,0
200000,2,1,2,32,0,2300,0
20000,2,2,2,26,6690,2600,0
10000,1,3,2,24,4050,2000,0
30000,1,2,2,34,28014,1694,0
170000,2,3,1,40,73784,3663,0
50000,2,3,1,45,4410,4050,0
420000,2,1,2,34,13207,6222,1
70000,2,2,1,30,8432,1300,0
300000,2,2,1,31,316,316,0
500000,1,2,2,31,533142,3089,0
20000,2,2,2,49,15945,1288,0
280000,2,1,2,30,161001,5000,0
150000,1,1,1,41,390,390,0
180000,1,2,1,35,1099,1099,0
50000,1,1,2,25,50401,5000,0
150000,2,2,2,24,0,0,0
30000,1,2,2,26,24386,0,0
250000,1,1,1,37,-207,0,0
300000,2,3,1,39,37672,4000,0
80000,1,2,1,30,110692,3500,0
50000,2,3,1,58,50019,1400,0
120000,1,3,1,36,326,326,0
330000,2,2,1,39,377779,0,1
140000,2,2,3,30,107060,4598,0
150000,2,2,1,50,3227,0,0
330000,1,1,1,57,3166,552,0
380000,2,1,1,34,322199,16001,0
50000,1,2,1,32,46253,1998,0
120000,2,1,2,26,104546,4000,0
150000,2,2,1,37,135211,10109,0
130000,2,2,1,38,127626,5400,0
160000,2,2,2,27,78592,3700,0
30000,2,3,1,44,1072,4440,0
370000,1,2,1,33,0,0,0
180000,2,1,1,51,513,396,0
50000,1,2,1,54,48580,0,0
170000,2,1,2,34,326,326,1
60000,2,2,1,25,34733,3600,1
20000,1,2,2,34,13936,8735,0
20000,1,2,2,23,16332,2500,1
50000,2,1,2,25,35427,2000,0
150000,2,3,2,52,5678,1010,0
170000,2,2,1,34,166851,5000,0
30000,2,2,1,43,27862,2000,0
50000,2,1,2,25,0,0,1
100000,1,2,2,25,416,416,0
500000,1,1,1,53,107782,11016,0
180000,1,1,2,35,326,326,0
280000,1,1,2,33,640,0,0
50000,2,2,2,27,1500,0,0
360000,2,2,1,49,338321,12323,0
170000,1,1,1,44,6569,29069,0
90000,1,2,1,36,62737,0,1
50000,2,2,1,25,49772,2082,0
20000,1,1,1,24,625,709,1
220000,2,2,1,34,109815,3634,0
200000,2,4,2,25,2017,0,0
70000,2,1,2,29,66648,3000,0
400000,2,1,1,28,181178,4000,1
90000,2,1,1,36,9999,0,0
50000,2,3,2,54,51300,0,1
60000,1,3,1,31,69311,0,1
50000,2,3,1,47,0,0,0
100000,1,1,1,52,21509,0,1
180000,2,2,1,34,95008,4500,1
210000,2,1,1,42,0,0,0
430000,2,1,1,35,3642,492,0
20000,2,2,1,41,2468,1087,0
40000,2,2,1,51,144397,3988,1
180000,2,1,2,27,12275,6491,0
140000,2,1,2,28,13159,30000,0
30000,2,3,2,45,28611,1352,0
210000,1,1,1,36,102245,5000,0
90000,1,2,1,35,112662,0,1
160000,2,1,1,29,50989,1695,0
130000,2,2,2,27,-191,382,0
10000,2,2,2,21,8660,1800,1
170000,1,2,1,39,143339,20000,0
20000,1,2,2,29,15760,1593,0
50000,2,1,2,29,38242,1799,0
360000,1,1,1,59,17154,5095,0
50000,2,1,2,23,1413,0,0
80000,2,1,2,25,390,5250,0
160000,1,1,2,32,5315,8300,0
380000,1,1,1,37,173252,10069,0
220000,2,1,2,32,33710,8959,0
50000,1,3,2,54,0,0,0
140000,2,2,2,50,95310,4000,0
270000,1,1,2,48,56376,2680,0
50000,1,2,2,26,51212,2000,0
100000,2,2,2,25,53111,4000,1
360000,1,2,2,28,9780,6712,0
20000,1,2,2,39,19592,1334,0
50000,1,2,2,27,50902,2128,0
360000,2,2,2,46,361863,0,0
20000,2,2,1,50,-5,5000,0
100000,1,3,2,42,70542,3000,0
80000,1,1,2,27,76817,3000,0
140000,1,3,1,39,136918,5000,0
390000,2,1,1,28,64440,5000,0
350000,1,1,1,39,325,2770,0
170000,1,2,1,48,390,390,0
270000,2,3,1,37,265044,73000,0
460000,2,3,1,42,43792,1600,0
200000,2,3,2,37,3938,8576,0
450000,2,1,2,28,108,0,0
240000,1,1,1,47,207,99,0
260000,2,1,2,29,1476,1476,0
110000,2,2,1,34,24147,2000,0
50000,1,2,1,51,38434,1681,0
250000,2,3,3,49,260260,13000,0
380000,1,1,1,41,3907,13345,1
110000,2,2,1,28,41799,2027,0
200000,2,1,1,44,26814,368,0
500000,2,1,2,41,10386,28854,0
260000,2,2,1,35,70098,2598,0
270000,2,2,1,38,60654,3000,0
150000,1,2,2,29,15453,4000,0
30000,2,3,3,42,27669,0,0
290000,2,1,2,46,289002,1343,0
200000,1,2,2,30,326,326,0
210000,2,1,2,35,552,0,0
100000,2,2,1,49,0,0,0
50000,2,2,1,45,45390,2321,0
210000,2,3,2,56,27316,15316,0
240000,1,2,1,44,-9095,10000,0
140000,2,2,2,25,33740,1363,0
50000,1,2,1,49,35623,1168,0
360000,2,1,1,27,0,0,1
180000,1,2,1,47,84973,6000,0
100000,1,2,2,36,110072,0,0
90000,2,2,1,29,5618,1125,0
90000,2,1,1,37,1243,0,0
90000,1,2,1,52,90603,3900,0
30000,1,3,2,25,780,0,1
300000,1,2,2,29,49833,5000,0
20000,1,3,1,36,18839,1690,0
30000,2,1,2,25,8341,2000,1
50000,2,1,2,27,12814,3000,0
50000,1,3,1,45,1189,300,0
30000,2,1,2,22,8679,1190,1
60000,2,1,2,28,47262,0,0
200000,2,1,2,25,0,0,1
450000,2,2,1,39,810,1000,0
140000,2,2,1,32,129653,5820,0
120000,2,2,1,47,112448,6500,0
270000,2,2,2,45,7088,1173,0
130000,1,1,2,46,110766,6000,1
50000,1,2,1,27,9837,1010,0
220000,2,2,1,52,20208,5209,0
50000,1,2,1,26,28440,1436,0
20000,1,2,2,36,19597,1503,0
110000,1,3,1,54,105449,4500,0
70000,2,1,2,36,75021,2893,0
380000,2,3,1,38,380781,16750,0
160000,1,4,2,26,2810,16261,0
70000,1,3,0,35,47702,2200,0
90000,2,2,2,29,18858,11056,0
130000,1,3,3,52,106140,3003,1
240000,2,1,2,26,-11,3930,0
120000,1,3,1,32,67502,3000,0
240000,2,1,1,44,188307,6600,0
300000,1,1,2,45,62296,3000,0
100000,2,2,1,40,26702,2008,0
200000,2,1,2,25,6096,2886,0
50000,1,2,1,39,39323,7031,0
100000,2,1,1,40,-166,0,0
500000,1,1,2,39,83528,472,0
20000,1,5,2,50,19062,1333,0
280000,2,1,2,39,1726,350,0
160000,2,1,2,23,151246,10517,0
30000,1,2,2,21,26587,1385,0
50000,1,1,3,45,20408,6000,0
20000,1,1,2,24,3808,4515,0
140000,1,1,2,32,50890,9395,0
130000,1,3,2,27,89956,2317,0
100000,2,2,2,23,13530,1258,0
100000,1,2,2,25,86098,3200,0
50000,1,2,2,26,32976,2000,1
360000,1,1,2,31,0,0,0
10000,1,3,3,42,5674,0,1
50000,1,3,1,65,48341,2068,0
10000,1,2,2,24,223,3000,0
210000,1,1,1,38,-9,0,1
320000,1,2,1,31,6927,10063,0
70000,2,2,2,23,39935,1683,0
160000,2,2,2,24,52373,1676,1
180000,1,2,1,36,4524,2000,1
70000,2,2,1,27,71570,0,1
280000,2,2,2,30,1373,207,0
40000,1,1,2,29,0,0,0
50000,2,3,2,51,33384,2000,0
80000,2,5,1,25,75296,4000,0
30000,1,3,2,42,32755,0,1
20000,2,2,1,24,750,165,0
130000,2,2,2,42,119378,6000,0
10000,1,2,2,25,1261,1261,0
70000,2,1,2,25,68839,3213,0
280000,1,1,2,34,212093,18685,0
300000,1,1,1,34,66176,3000,0
50000,2,2,1,40,47374,2200,1
230000,1,2,1,29,113736,4028,0
80000,2,2,1,39,63368,5000,0
50000,1,1,2,38,390,390,1
470000,2,2,2,40,277185,10257,0
210000,1,2,2,39,33459,3000,0
200000,2,1,2,32,146,0,0
50000,1,2,1,46,49566,1968,0
300000,2,2,1,37,51893,2000,0
500000,2,1,1,33,1110,1110,0
150000,2,2,1,36,48020,8000,0
50000,1,2,2,25,11391,1286,0
270000,1,1,1,37,156346,7000,1
60000,2,2,2,27,49099,1800,1
200000,2,3,2,31,167358,11000,0
50000,2,2,2,23,32822,1150,0
140000,2,1,2,31,15953,25148,1
120000,2,2,2,25,5259,1290,0
20000,1,2,1,29,14275,1297,0
210000,2,1,2,30,23375,20000,0
70000,2,3,2,27,57879,2600,0
230000,1,2,2,37,0,0,1
270000,2,2,1,33,2323,5434,0
20000,1,1,2,56,0,0,0
120000,2,1,2,30,326,326,0
140000,2,1,2,24,4679,1000,0
180000,2,2,2,33,153833,7107,0
190000,1,1,1,36,1779,1288,0
100000,2,2,2,29,80234,2000,0
50000,2,1,2,26,42207,2200,0
150000,1,3,1,44,146277,3952,0
250000,2,2,1,38,255571,10605,0
220000,2,1,1,24,184761,0,1
200000,1,3,2,28,54663,11000,0
250000,2,2,1,44,47463,3000,0
280000,2,1,2,32,202506,10547,0
30000,1,3,1,64,13594,1000,1
80000,2,2,2,29,89061,4000,0
380000,2,2,2,31,381530,32640,0
350000,2,2,1,32,19637,242247,0
160000,1,1,2,48,23037,0,1
70000,1,3,1,45,67505,2600,1
150000,1,1,1,33,0,0,0
160000,2,1,1,39,43583,7500,0
40000,1,2,2,27,26663,5700,1
350000,2,2,2,30,245211,15000,0
50000,1,3,2,27,50577,2138,1
220000,2,1,1,38,4438,3000,0
200000,2,1,1,26,6666,6666,0
390000,1,1,1,41,7445,10038,0
330000,1,1,2,32,28106,2701,0
100000,1,1,1,60,101761,3856,1
70000,2,2,1,58,138681,3500,0
240000,2,1,1,41,126395,5000,0
30000,1,2,2,23,27275,2000,0
30000,2,2,1,43,15246,3141,1
160000,1,2,2,29,163982,6150,0
120000,2,2,1,40,22462,5000,0
10000,2,2,1,55,5358,1200,1
470000,1,1,2,33,72083,5031,0
200000,2,2,2,26,3374,4053,1
50000,1,4,2,22,6514,1500,0
90000,2,1,2,29,0,194,0
220000,2,1,1,35,288,500,0
40000,2,2,2,23,652,0,1
200000,1,3,1,50,177088,0,1
120000,1,2,1,43,33131,2000,0
210000,1,1,1,43,880,724,1
30000,2,2,2,22,31176,0,0
110000,1,2,1,54,56839,2700,1
280000,1,2,1,35,278948,10609,0
150000,2,1,1,31,0,0,0
20000,1,3,2,49,15237,1600,0
80000,1,2,2,25,29820,2306,0
50000,1,2,1,43,30106,1878,1
170000,1,1,2,36,92480,4000,0
200000,1,1,1,45,0,479,1
300000,1,1,2,38,390,390,0
100000,1,2,1,46,17497,1300,1
80000,1,1,2,28,5431,0,0
30000,1,1,1,32,28401,3434,1
80000,2,1,1,35,27560,1701,0
60000,1,1,2,30,264,264,1
110000,2,2,2,24,94597,4260,0
10000,2,2,1,46,9841,121,1
290000,2,3,2,32,21981,3000,0
30000,1,1,2,26,27172,1000,0
60000,1,2,2,45,59475,2500,0
150000,1,3,1,49,4029,4054,0
750000,2,3,1,40,16372,15420,0
30000,1,2,1,29,10721,2000,0
160000,2,2,2,51,6136,5932,0
50000,2,2,1,31,50628,2350,1
50000,2,1,2,42,1310,37073,0
160000,1,2,2,30,75406,3300,0
150000,2,1,2,23,151669,5900,0
30000,2,2,1,42,27276,3671,0
350000,1,1,1,35,19734,3000,0
20000,2,1,2,24,18821,2000,0
50000,1,2,2,39,47206,1500,0
180000,1,3,1,27,12303,2000,1
30000,1,3,2,23,29144,2033,1
100000,1,2,1,52,55120,2403,0
20000,1,2,2,24,11893,1500,0
80000,1,1,2,29,73722,3300,0
150000,1,2,1,43,89488,5016,0
230000,2,1,2,30,754,0,0
50000,1,1,1,25,5472,1500,0
210000,2,1,2,39,3962,1777,0
50000,1,2,3,41,52260,1679,0
240000,2,2,1,37,1854,1346,0
500000,2,3,2,40,264961,20078,0
210000,1,2,2,28,5373,1000,0
160000,2,2,1,40,0,0,0
250000,2,1,2,48,0,0,1
500000,2,1,2,46,20614,5001,0
100000,1,2,1,35,59121,0,1
20000,2,2,2,26,16385,1700,0
30000,2,2,1,30,14451,1525,0
50000,2,1,2,27,13301,1400,0
160000,1,2,2,27,109405,12000,0
50000,1,3,2,28,-9802,10000,0
90000,2,3,1,25,3363,174,1
20000,1,2,2,28,11449,1582,0
50000,1,1,1,44,35145,2000,0
230000,2,3,2,39,11391,0,0
150000,1,2,2,31,76113,3400,0
50000,1,1,2,45,48719,2212,0
280000,2,1,2,36,27290,0,0
500000,2,1,1,37,315816,10000,0
90000,2,2,1,47,1887,43542,0
360000,1,1,2,29,64606,5135,0
140000,1,2,2,50,98668,4410,0
140000,1,1,2,44,5287,5717,0
230000,2,1,2,44,0,0,1
50000,2,2,2,25,39033,6455,0
130000,2,2,1,50,1504,1027,0
330000,2,1,2,44,243621,21400,1
210000,1,1,2,30,4830,0,0
10000,2,1,1,27,4920,1256,0
50000,2,2,1,54,49320,1925,0
100000,2,1,1,46,39245,3000,0
70000,2,3,1,26,65763,3000,0
50000,2,2,1,45,40650,2850,0
170000,2,1,1,28,20302,3000,0
100000,2,2,1,50,44078,2000,1
80000,1,1,1,36,60110,2186,0
150000,1,3,2,27,77298,3029,0
50000,2,3,2,23,26956,1462,0
80000,1,2,1,34,0,0,0
120000,2,1,2,24,78304,2900,0
470000,1,3,1,47,163529,4700,0
80000,2,3,1,52,18100,1244,0
60000,1,1,2,30,46307,6000,0
80000,1,2,2,42,75264,3200,0
50000,1,2,1,57,25551,2733,1
500000,1,1,1,43,403800,17000,1
110000,1,2,2,26,49732,2300,0
80000,2,2,1,44,40769,2150,0
50000,1,2,2,27,48655,460,1
400000,2,1,1,44,278863,0,1
90000,2,1,2,29,90749,3481,0
150000,2,5,1,53,135903,7474,0
360000,2,1,1,35,10621,0,0
170000,1,3,1,29,165027,7200,0
110000,1,3,2,37,103356,2700,1
220000,2,1,2,29,224852,10235,0
200000,2,2,1,36,198807,10700,0
500000,2,1,2,47,0,3270,0
340000,1,1,1,48,321046,13690,0
180000,2,2,2,32,0,0,0
490000,1,1,2,44,2920,4060,0
60000,2,2,2,26,56146,2314,0
250000,1,1,2,30,2729,2543,0
20000,2,2,2,30,15997,1600,1
170000,1,3,1,39,171062,0,0
160000,2,3,2,37,16626,0,1
80000,2,1,2,25,1672,0,0
380000,2,1,1,36,8183,10617,0
70000,2,3,1,33,71230,2500,1
80000,1,1,2,29,78038,3000,0
380000,1,2,1,58,369699,12172,0
230000,2,1,2,24,14979,2480,0
130000,1,2,2,28,134505,6200,1
160000,2,1,1,35,2851,0,0
50000,2,3,1,42,44332,8802,0
180000,1,1,1,45,106462,10000,0
220000,2,2,2,31,75451,4000,0
200000,2,3,1,41,0,340,1
520000,1,3,1,41,435924,0,1
30000,1,2,2,46,12485,1221,1
150000,2,2,3,41,0,0,0
210000,2,2,1,32,733,737,0
50000,2,2,2,36,42380,1901,1
20000,2,2,1,37,17843,1280,0
290000,1,1,1,44,19213,33548,0
50000,2,2,2,32,30382,54608,0
130000,2,3,1,42,127524,5051,0
60000,1,2,2,24,54809,0,0
20000,1,1,2,25,11394,3600,0
160000,2,2,2,35,124459,10000,0
250000,2,3,1,39,5086,14180,0
80000,1,3,1,38,19277,1400,0
60000,2,2,1,33,54660,1879,0
80000,1,2,2,30,13793,63023,1
60000,1,2,2,25,60323,2000,0
410000,1,1,1,38,10867,2719,0
240000,2,1,2,34,14038,12000,0
30000,1,3,2,46,13784,0,1
200000,2,2,2,31,8350,2001,0
180000,2,2,1,46,35916,1711,0
100000,1,2,2,32,88550,5000,0
50000,2,5,2,42,50806,1545,1
60000,2,3,2,45,1876,1876,1
50000,2,1,2,26,5800,2500,1
240000,2,1,1,34,597,6507,0
220000,2,1,2,29,47944,5000,0
40000,1,3,2,42,1978,3,0
80000,2,1,2,23,71487,2157,0
320000,1,2,2,52,1122,5000,0
420000,1,2,1,43,44670,30253,0
500000,1,2,1,48,28352,35465,0
290000,2,2,2,24,145341,7000,0
190000,1,1,1,45,181814,7035,0
100000,1,1,2,33,101329,3900,1
230000,2,2,2,26,0,0,0
50000,1,2,1,36,19606,0,0
210000,1,2,1,43,47025,2300,0
90000,2,2,2,24,0,0,1
480000,1,3,1,56,103497,5300,0
120000,1,1,2,41,-8,0,0
160000,1,2,2,28,162761,6000,0
110000,1,2,1,27,46657,3000,0
260000,2,2,1,60,-20,0,0
80000,1,1,2,24,2130,1010,0
50000,1,2,1,58,1956,2060,0
50000,2,2,1,45,35116,1441,1
100000,2,2,2,29,75012,4000,0
20000,1,3,1,56,8766,0,1
260000,2,1,1,44,0,6500,0
680000,2,1,1,42,189514,8000,0
50000,1,2,2,25,1789,48731,0
170000,2,1,2,27,118801,4000,0
210000,2,2,1,37,326,326,1
500000,1,1,1,51,10063,10395,0
180000,2,1,1,45,18472,2690,0
340000,2,2,1,37,-653,3254,0
160000,1,3,2,30,160388,142159,0
30000,2,2,1,22,26846,2000,1
230000,2,2,1,44,205938,8476,0
30000,1,3,2,22,28328,1704,0
480000,1,2,2,33,57732,55614,0
360000,1,1,1,44,16731,4864,0
500000,1,1,1,50,74850,3400,1
220000,1,1,1,37,17039,7540,0
100000,2,1,2,29,87791,0,1
200000,2,2,2,31,0,0,0
200000,1,1,2,40,193048,6410,0
90000,2,2,2,23,91653,4200,0
50000,1,2,2,24,27963,2001,0
80000,2,2,1,42,45691,2000,1
260000,2,1,1,48,8339,5000,0
80000,2,3,1,25,61943,2215,0
20000,1,1,2,23,-348,0,1
50000,1,2,2,53,0,3333,0
90000,2,1,2,29,92464,3600,0
290000,1,2,1,30,351890,11000,0
20000,2,3,1,30,18920,1700,0
230000,2,1,2,36,0,0,0
360000,2,2,2,34,0,1680,0
50000,1,2,2,40,48331,2300,1
80000,1,2,2,36,59223,1141,0
100000,2,2,2,56,97549,9300,1
390000,2,1,2,28,286888,11000,0
120000,1,2,1,52,107269,4449,0
20000,2,2,2,35,20971,0,0
150000,2,2,2,24,63486,4330,1
20000,1,2,1,38,16828,20192,1
20000,1,1,1,44,17974,2000,0
250000,1,1,2,44,98727,5000,0
230000,2,2,2,25,19225,2000,0
20000,1,3,1,40,20167,1308,0
80000,2,2,1,41,21709,1378,0
310000,2,2,2,32,51007,2200,0
480000,1,1,2,49,456668,14706,0
20000,2,1,2,24,16199,0,0
50000,1,3,1,22,46450,2200,0
190000,1,2,1,35,254951,0,1
50000,1,2,2,41,45284,1844,0
50000,2,2,2,29,8281,1000,1
50000,1,2,1,38,22619,2000,0
300000,2,2,1,45,41051,71277,0
60000,1,2,1,33,42246,2008,0
260000,1,1,2,28,-1197,40000,0
190000,1,1,2,27,-4370,87998,0
500000,1,3,3,53,415022,12602,0
300000,2,1,2,31,60700,5000,0
50000,1,2,2,43,50665,1940,1
50000,2,3,1,27,29321,1503,1
130000,2,2,1,42,24565,5000,0
80000,1,1,1,38,604,0,0
50000,1,2,3,37,44828,2005,0
50000,2,2,2,31,40019,2006,0
120000,2,1,2,27,70835,3000,0
220000,2,1,2,33,3217,11435,0
50000,2,1,2,35,51505,2500,0
90000,2,1,2,29,88254,4200,0
360000,2,2,2,43,0,0,0
280000,2,2,1,49,20650,0,0
270000,2,1,1,57,13559,736,0
200000,1,1,1,31,160292,6036,0
80000,1,3,2,25,80493,3035,0
60000,2,1,2,34,0,0,0
60000,2,2,2,31,58173,3400,0
90000,2,1,2,28,23940,75000,0
10000,2,3,3,48,7065,1200,0
140000,1,2,2,36,94586,3519,0
280000,1,1,1,42,173092,5853,1
140000,2,2,1,24,121241,4000,0
110000,1,3,1,52,13962,1500,0
120000,2,3,2,26,22492,1534,0
130000,2,2,1,39,131657,5000,0
290000,1,2,1,48,224662,10160,0
80000,1,2,1,33,22064,1700,0
50000,2,2,2,22,15006,0,1
450000,2,2,1,33,318,316,0
50000,1,3,1,37,30411,1500,1
170000,2,1,2,27,154189,5926,0
210000,1,2,2,30,38967,10000,0
30000,2,2,2,23,21684,2000,0
230000,1,1,2,33,57171,2100,0
170000,1,2,2,34,2806,652,1
20000,2,2,2,22,17958,1329,0
50000,1,3,1,54,49271,1000,0
100000,2,2,1,42,65917,4000,0
140000,2,1,2,27,390,0,0
100000,2,1,2,30,90375,3007,0
150000,2,1,1,37,0,1505,1
60000,2,3,2,23,28831,0,1
200000,1,3,1,33,199343,10021,1
200000,2,1,2,27,11912,14443,0
50000,2,1,2,35,48585,2220,1
60000,1,2,2,32,51934,2000,0
50000,2,3,1,32,45652,0,1
140000,2,2,1,55,22662,2500,0
640000,2,1,2,41,55645,3000,0
210000,1,2,1,41,87705,4800,1
60000,2,2,1,27,43757,2000,0
80000,2,2,1,32,72385,2000,1
290000,2,1,1,37,3486,550,1
150000,2,1,2,28,0,0,0
200000,2,2,2,40,99729,59201,0
130000,2,2,2,29,2880,2000,1
490000,1,2,2,34,0,0,0
200000,1,2,1,40,9759,0,1
210000,2,1,1,54,7771,7078,0
260000,2,1,2,29,3735,0,1
80000,1,2,1,42,48237,2200,0
50000,1,3,1,53,41674,1660,0
210000,2,2,2,30,77637,4400,0
210000,2,2,3,52,815,815,0
40000,2,3,1,41,20057,1500,0
110000,2,2,1,33,184406,7400,0
